title,link,score,tags,answer
How do I install pip on Windows?,https://stackoverflow.com/questions/4750806/how-do-i-install-pip-on-windows,2772,python;windows;pip,"Python 3.4+ and 2.7.9+
Good news! Python 3.4 (released March 2014) and Python 2.7.9 (released December 2014) ship with Pip. This is the best feature of any Python release. It makes the community's wealth of libraries accessible to everyone. Newbies are no longer excluded from using community libraries by the prohibitive difficulty of setup. In shipping with a package manager, Python joins Ruby, Node.js, Haskell, Perl, Go—almost every other contemporary language with a majority open-source community. Thank you, Python.
If you do find that pip is not available, simply run ensurepip.

On Windows:
py -3 -m ensurepip


Otherwise:
python3 -m ensurepip



Of course, that doesn't mean Python packaging is problem solved. The experience remains frustrating. I discuss this in the Stack Overflow question Does Python have a package/module management system?.
Python 3 ≤ 3.3 and 2 ≤ 2.7.8
Flying in the face of its 'batteries included' motto, Python ships without a package manager. To make matters worse, Pip was—until recently—ironically difficult to install.
Official instructions
Per https://pip.pypa.io/en/stable/installing/#do-i-need-to-install-pip:
Download get-pip.py, being careful to save it as a .py file rather than .txt. Then, run it from the command prompt:
python get-pip.py

You possibly need an administrator command prompt to do this. Follow Start a Command Prompt as an Administrator (Microsoft TechNet).
This installs the pip package, which (in Windows) contains ...\Scripts\pip.exe that path must be in PATH environment variable to use pip from the command line (see the second part of 'Alternative Instructions' for adding it to your PATH,
Alternative instructions
The official documentation tells users to install Pip and each of its dependencies from source. That's tedious for the experienced and prohibitively difficult for newbies.
For our sake, Christoph Gohlke prepares Windows installers (.msi) for popular Python packages. He builds installers for all Python versions, both 32 and 64 bit. You need to:

Install setuptools
Install pip

For me, this installed Pip at C:\Python27\Scripts\pip.exe. Find pip.exe on your computer, then add its folder (for example, C:\Python27\Scripts) to your path (Start / Edit environment variables). Now you should be able to run pip from the command line. Try installing a package:
pip install httpie

There you go (hopefully)! Solutions for common problems are given below:
Proxy problems
If you work in an office, you might be behind an HTTP proxy. If so, set the environment variables http_proxy and https_proxy. Most Python applications (and other free software) respect these. Example syntax:
http://proxy_url:port
http://username:password@proxy_url:port

If you're really unlucky, your proxy might be a Microsoft NTLM proxy. Free software can't cope. The only solution is to install a free software friendly proxy that forwards to the nasty proxy. http://cntlm.sourceforge.net/
Unable to find vcvarsall.bat
Python modules can be partly written in C or C++. Pip tries to compile from source. If you don't have a C/C++ compiler installed and configured, you'll see this cryptic error message.

Error: Unable to find vcvarsall.bat

You can fix that by installing a C++ compiler such as MinGW or Visual C++. Microsoft actually ships one specifically for use with Python. Or try Microsoft Visual C++ Compiler for Python 2.7.
Often though it's easier to check Christoph's site for your package.
"
How do I parse a string to a float or int?,https://stackoverflow.com/questions/379906/how-do-i-parse-a-string-to-a-float-or-int,2771,python;parsing;floating-point;type-conversion;integer,">>> a = ""545.2222""
>>> float(a)
545.22220000000004
>>> int(float(a))
545

"
How do I get a substring of a string in Python?,https://stackoverflow.com/questions/663171/how-do-i-get-a-substring-of-a-string-in-python,2717,python;string;substring,">>> x = ""Hello World!""
>>> x[2:]
'llo World!'
>>> x[:2]
'He'
>>> x[:-2]
'Hello Worl'
>>> x[-2:]
'd!'
>>> x[2:-2]
'llo Worl'

Python calls this concept ""slicing"" and it works on more than just strings. Take a look here for a comprehensive introduction.
"
How do I escape curly-brace ({}) characters characters in a string while using .format?,https://stackoverflow.com/questions/5466451/how-do-i-escape-curly-brace-characters-characters-in-a-string-while-using,2696,python;string;format;string-formatting;curly-braces,"You need to double the {{ and }}:
>>> x = "" {{ Hello }} {0} ""
>>> print(x.format(42))
' { Hello } 42 '

Here's the relevant part of the Python documentation for format string syntax:

Format strings contain “replacement fields” surrounded by curly braces {}. Anything that is not contained in braces is considered literal text, which is copied unchanged to the output. If you need to include a brace character in the literal text, it can be escaped by doubling: {{ and }}.

"
Check if a given key already exists in a dictionary,https://stackoverflow.com/questions/1602934/check-if-a-given-key-already-exists-in-a-dictionary,2675,python;dictionary,"in tests for the existence of a key in a dict:
d = {""key1"": 10, ""key2"": 23}

if ""key1"" in d:
    print(""this will execute"")

if ""nonexistent key"" in d:
    print(""this will not"")


Use dict.get() to provide a default value when the key does not exist:
d = {}

for i in range(100):
    key = i % 10
    d[key] = d.get(key, 0) + 1


To provide a default value for every key, either use dict.setdefault() on each assignment:
d = {}

for i in range(100):
    d[i % 10] = d.setdefault(i % 10, 0) + 1    

...or better, use defaultdict from the collections module:
from collections import defaultdict

d = defaultdict(int)

for i in range(100):
    d[i % 10] += 1

"
Class (static) variables and methods,https://stackoverflow.com/questions/68645/class-static-variables-and-methods,2626,python;class;static;class-variables,"Variables declared inside the class definition, but not inside a method are class or static variables:
>>> class MyClass:
...     i = 3
...
>>> MyClass.i
3 

As @millerdev points out, this creates a class-level i variable, but this is distinct from any instance-level i variable, so you could have
>>> m = MyClass()
>>> m.i = 4
>>> MyClass.i, m.i
>>> (3, 4)

This is different from C++ and Java, but not so different from C#, where a static member can't be accessed using a reference to an instance.
See what the Python tutorial has to say on the subject of classes and class objects.
@Steve Johnson has already answered regarding static methods, also documented under ""Built-in Functions"" in the Python Library Reference.
class C:
    @staticmethod
    def f(arg1, arg2, ...): ...

@beidy recommends classmethods over staticmethod, as the method then receives the class type as the first argument.
"
How do I lowercase a string in Python?,https://stackoverflow.com/questions/6797984/how-do-i-lowercase-a-string-in-python,2577,python;string;uppercase;lowercase,"Use str.lower():
""Kilometer"".lower()

"
How can I check if an object has an attribute?,https://stackoverflow.com/questions/610883/how-can-i-check-if-an-object-has-an-attribute,2527,python;class;object;attributes;attributeerror,"Try hasattr():
if hasattr(a, 'property'):
    a.property

See zweiterlinde's answer, which offers good advice about asking forgiveness! It is a very Pythonic approach!
The general practice in Python is that, if the property is likely to be there most of the time, simply call it and either let the exception propagate, or trap it with a try/except block. This will likely be faster than hasattr. If the property is likely to not be there most of the time, or you're not sure, using hasattr will probably be faster than repeatedly falling into an exception block.
"
How to print without a newline or space,https://stackoverflow.com/questions/493386/how-to-print-without-a-newline-or-space,2508,python;trailing-newline,"In Python 3, you can use the sep= and end= parameters of the print function:
To not add a newline to the end of the string:
print('.', end='')

To not add a space between all the function arguments you want to print:
print('a', 'b', 'c', sep='')

You can pass any string to either parameter, and you can use both parameters at the same time.
If you are having trouble with buffering, you can flush the output by adding flush=True keyword argument:
print('.', end='', flush=True)

Python 2.6 and 2.7
From Python 2.6 you can either import the print function from Python 3 using the __future__ module:
from __future__ import print_function

which allows you to use the Python 3 solution above.
However, note that the flush keyword is not available in the version of the print function imported from __future__ in Python 2; it only works in Python 3, more specifically 3.3 and later. In earlier versions you'll still need to flush manually with a call to sys.stdout.flush(). You'll also have to rewrite all other print statements in the file where you do this import.
Or you can use sys.stdout.write()
import sys
sys.stdout.write('.')

You may also need to call
sys.stdout.flush()

to ensure stdout is flushed immediately.
"
Calling a function of a module by using its name (a string),https://stackoverflow.com/questions/3061/calling-a-function-of-a-module-by-using-its-name-a-string,2490,python;object;reflection,"Given a module foo with method bar:
import foo
bar = getattr(foo, 'bar')
result = bar()

getattr can similarly be used on class instance bound methods, module-level methods, class methods... the list goes on.
"
How can I randomly select (choose) an item from a list (get a random element)?,https://stackoverflow.com/questions/306400/how-can-i-randomly-select-choose-an-item-from-a-list-get-a-random-element,2429,python;list;random,"Use random.choice():
import random

foo = ['a', 'b', 'c', 'd', 'e']
print(random.choice(foo))

For cryptographically secure random choices (e.g., for generating a passphrase from a wordlist), use secrets.choice():
import secrets

foo = ['battery', 'correct', 'horse', 'staple']
print(secrets.choice(foo))

secrets is new in Python 3.6. On older versions of Python you can use the random.SystemRandom class:
import random

secure_random = random.SystemRandom()
print(secure_random.choice(foo))

"
How to remove an element from a list by index,https://stackoverflow.com/questions/627435/how-to-remove-an-element-from-a-list-by-index,2341,python;list;indexing,"Use del and specify the index of the element you want to delete:
>>> a = [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
>>> del a[-1]
>>> a
[0, 1, 2, 3, 4, 5, 6, 7, 8]

Also supports slices:
>>> del a[2:4]
>>> a
[0, 1, 4, 5, 6, 7, 8, 9]

Here is the section from the tutorial.
"
Delete a column from a Pandas DataFrame,https://stackoverflow.com/questions/13411544/delete-a-column-from-a-pandas-dataframe,2326,python;pandas;dataframe;del,"As you've guessed, the right syntax is 
del df['column_name']

It's difficult to make del df.column_name work simply as the result of syntactic limitations in Python. del df[name] gets translated to df.__delitem__(name) under the covers by Python.
"
